v1,v2
ham,Shhhhh nobody is supposed to know!
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,S..antha num corrct dane
ham,No calls..messages..missed calls
ham,The basket's gettin full so I might be by tonight
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Have you been practising your curtsey?
ham,Lol boo I was hoping for a laugh
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Idea will soon get converted to live:)
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,S....s...india going to draw the series after many years in south african soil..
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,Can't take any major roles in community outreach. You rock mel
ham,See the forwarding message for proof
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
ham,"Princess, is your kitty shaved or natural?"
ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,IM GONNA MISS U SO MUCH
ham,Is avatar supposed to have subtoitles
ham,Hey are we going for the lo lesson or gym? 
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,"Me not waking up until 4 in the afternoon, sup"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Okay... I booked all already... Including the one at bugis.
ham,"Aight fuck it, I'll get it later"
ham,How much is blackberry bold2 in nigeria.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Y so late but i need to go n get da laptop...
ham,.Please charge my mobile when you get up in morning.
ham,He didn't see his shadow. We get an early spring yay
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Then. You are eldest know.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
ham,That is wondarfull song
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
spam,85233 FREE>Ringtone!Reply REAL
ham,I'm aight. Wat's happening on your side.
ham,I'm done oredi...
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,How are you. Wish you a great semester
ham,Moji i love you more than words. Have a rich day
ham,Dude how do you like the buff wind.
ham,\alright babe
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,"Probably, want to pick up more?"
ham,Are you the cutest girl in the world or what
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,I fetch yun or u fetch?
ham,Lara said she can loan me  &lt;#&gt; .
ham,Do we have any spare power supplies
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Wish u many many returns of the day.. Happy birthday vikky..
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,You do got a shitload of diamonds though
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Later i guess. I needa do mcat study too.
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,"Carlos took a while (again), we leave in a minute"
ham,Well done and ! luv ya all 
ham,K still are you loving me.
ham,But i juz remembered i gotta bathe my dog today..
ham,After the drug she will be able to eat.
ham,You see the requirements please
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,So can collect ur laptop?
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,"The table's occupied, I'm waiting by the tree"
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,I dont have i shall buy one dear
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Is she replying. Has boye changed his phone number
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,I'm not coming home 4 dinner.
ham,"Thank you. And by the way, I just lost."
ham,Yes.he have good crickiting mind
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,I wont. So wat's wit the guys
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,See? I thought it all through
ham,I'm at work. Please call
ham,Oh k :)why you got job then whats up?
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,I know a few people I can hit up and fuck to the yes
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
ham,Thankyou so much for the call. I appreciate your care.
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
ham,"Not much, just some textin'. How bout you?"
ham,Bring it if you got it
ham,Not sure I have the stomach for it ...
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,"This is one of the days you have a billion classes, right?"
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,* Will have two more cartons off u and is very pleased with shelves
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
ham,If you have belive me. Come to my home.
ham,Oh k.k..where did you take test?
ham,Those were my exact intentions
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,Nothing just getting msgs by dis name wit different no's..
ham,What's your room number again? Wanna make sure I'm knocking on the right door
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,K I'll call you when I'm close
ham,U buy newspapers already?
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,How did you find out in a way that didn't include all of these details
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,will you like to be spoiled? :)
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Den wat will e schedule b lk on sun?
ham,Here got lots of hair dresser fr china.
ham,Ill call you evening ill some ideas.
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
